英文名,中文名,简称,外网价格,buff最低价格,最新价格,buff在售数量,饰品类型,比率
★ StatTrak™ Survival Knife | Crimson Web (Field-Tested),求生匕首（★ StatTrak™） | 深红之网 (久经沙场),求生匕首（★ StatTrak™） | 深红之网,342.79,1589.0,1588.5,20.0,Knife,4.635491117010414
StatTrak™ P90 | Shallow Grave (Battle-Scarred),P90（StatTrak™） | 浅坟 (战痕累累),P90（StatTrak™） | 浅坟,4.5,20.86,20.76,26.0,SMG,4.635555555555555
★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested),骷髅匕首（★ StatTrak™） | 表面淬火 (久经沙场),骷髅匕首（★ StatTrak™） | 表面淬火,793.83,3680.0,3679.5,23.0,Knife,4.635753246916846
Galil AR | Phoenix Blacklight (Field-Tested),加利尔 AR | 凤凰冥灯 (久经沙场),加利尔 AR | 凤凰冥灯,32.57,150.99,150.49,95.0,Rifle,4.63586122198342
StatTrak™ AWP | Corticera (Factory New),AWP（StatTrak™） | 珊瑚树 (崭新出厂),AWP（StatTrak™） | 珊瑚树,93.82,435.0,434.5,39.0,Sniper Rifle,4.636538051588148
★ StatTrak™ Nomad Knife | Case Hardened (Well-Worn),流浪者匕首（★ StatTrak™） | 表面淬火 (破损不堪),流浪者匕首（★ StatTrak™） | 表面淬火,399.0,1849.99,1849.49,22.0,Knife,4.6365664160401
★ Falchion Knife | Urban Masked (Minimal Wear),弯刀（★） | 都市伪装 (略有磨损),弯刀（★） | 都市伪装,150.97,700.0,699.5,32.0,Knife,4.636682784659204
SSG 08 | Red Stone (Well-Worn),SSG 08 | 血染风采 (破损不堪),SSG 08 | 血染风采,2.78,12.89,12.79,11.0,Sniper Rifle,4.636690647482015
SSG 08 | Big Iron (Minimal Wear),SSG 08 | 巨铁 (略有磨损),SSG 08 | 巨铁,12.8,59.35,59.25,112.0,Sniper Rifle,4.63671875
★ Gut Knife | Case Hardened (Field-Tested),穿肠刀（★） | 表面淬火 (久经沙场),穿肠刀（★） | 表面淬火,155.28,719.99,719.49,23.0,Knife,4.63672076249356
★ Shadow Daggers | Ultraviolet (Field-Tested),暗影双匕（★） | 致命紫罗兰 (久经沙场),暗影双匕（★） | 致命紫罗兰,120.34,558.0,557.5,50.0,Knife,4.636862223699518
M4A1-S | Chantico's Fire (Well-Worn),M4A1 消音型 | 女火神之炽焰 (破损不堪),M4A1 消音型 | 女火神之炽焰,21.07,97.7,97.6,227.0,Rifle,4.636924537256763
FAMAS | Meltdown (Minimal Wear),法玛斯 | 熔化 (略有磨损),法玛斯 | 熔化,13.45,62.37,62.27,132.0,Rifle,4.6371747211895915
StatTrak™ AWP | Chromatic Aberration (Well-Worn),AWP（StatTrak™） | 迷人眼 (破损不堪),AWP（StatTrak™） | 迷人眼,46.36,215.0,214.5,21.0,Sniper Rifle,4.637618636755824
AK-47 | Leet Museo (Minimal Wear),AK-47 | 抽象派 1337 (略有磨损),AK-47 | 抽象派 1337,34.82,161.5,161.0,938.0,Rifle,4.638139000574382
★ Bayonet | Black Laminate (Field-Tested),刺刀（★） | 黑色层压板 (久经沙场),刺刀（★） | 黑色层压板,479.06,2222.0,2221.5,63.0,Knife,4.638249906066046
M4A1-S | VariCamo (Minimal Wear),M4A1 消音型 | 多变迷彩 (略有磨损),M4A1 消音型 | 多变迷彩,2.35,10.9,10.9,569.0,Rifle,4.638297872340425
AK-47 | Hydroponic (Minimal Wear),AK-47 | 水栽竹 (略有磨损),AK-47 | 水栽竹,1940.24,8999.5,8999.0,154.0,Rifle,4.638343710056488
★ M9 Bayonet | Bright Water (Field-Tested),M9 刺刀（★） | 澄澈之水 (久经沙场),M9 刺刀（★） | 澄澈之水,747.72,3468.5,3468.0,123.0,Knife,4.638768522976515
★ Talon Knife | Boreal Forest (Minimal Wear),锯齿爪刀（★） | 北方森林 (略有磨损),锯齿爪刀（★） | 北方森林,419.16,1944.5,1944.0,49.0,Knife,4.639039984731367
★ StatTrak™ Talon Knife | Tiger Tooth (Factory New),锯齿爪刀（★ StatTrak™） | 虎牙 (崭新出厂),锯齿爪刀（★ StatTrak™） | 虎牙,905.12,4199.0,4198.5,19.0,Knife,4.639163867774439
AK-47 | Legion of Anubis (Factory New),AK-47 | 阿努比斯军团 (崭新出厂),AK-47 | 阿努比斯军团,32.98,153.0,152.5,1090.0,Rifle,4.639175257731959
★ StatTrak™ M9 Bayonet | Night (Field-Tested),M9 刺刀（★ StatTrak™） | 噩梦之夜 (久经沙场),M9 刺刀（★ StatTrak™） | 噩梦之夜,616.46,2859.96,2859.46,12.0,Knife,4.639327774713688
StatTrak™ Glock-18 | Water Elemental (Field-Tested),格洛克 18 型（StatTrak™） | 水灵 (久经沙场),格洛克 18 型（StatTrak™） | 水灵,15.39,71.4,71.3,311.0,Pistol,4.639376218323587
XM1014 | Incinegator (Minimal Wear),XM1014 | 焚烬之鳄 (略有磨损),XM1014 | 焚烬之鳄,12.84,59.57,59.47,45.0,Shotgun,4.639408099688474
Tec-9 | Toxic (Battle-Scarred),Tec-9 | 核子剧毒 (战痕累累),Tec-9 | 核子剧毒,3.55,16.47,16.37,12.0,Pistol,4.6394366197183095
AUG | Akihabara Accept (Minimal Wear),AUG | 秋叶原之选 (略有磨损),AUG | 秋叶原之选,2087.04,9682.98,9682.48,79.0,Rifle,4.639575666973321
AK-47 | Emerald Pinstripe (Factory New),AK-47 | 翡翠细条纹 (崭新出厂),AK-47 | 翡翠细条纹,22.73,105.46,104.96,565.0,Rifle,4.639683238011438
StatTrak™ P2000 | Imperial (Factory New),P2000（StatTrak™） | 至高帝皇 (崭新出厂),P2000（StatTrak™） | 至高帝皇,1.61,7.47,7.46,231.0,Pistol,4.639751552795031
★ StatTrak™ M9 Bayonet | Black Laminate (Well-Worn),M9 刺刀（★ StatTrak™） | 黑色层压板 (破损不堪),M9 刺刀（★ StatTrak™） | 黑色层压板,948.3,4400.0,4399.5,13.0,Knife,4.639881893915428
M4A4 | The Coalition (Minimal Wear),M4A4 | 合纵 (略有磨损),M4A4 | 合纵,106.68,495.0,494.5,662.0,Rifle,4.640044994375703
★ StatTrak™ Talon Knife | Crimson Web (Field-Tested),锯齿爪刀（★ StatTrak™） | 深红之网 (久经沙场),锯齿爪刀（★ StatTrak™） | 深红之网,598.9,2778.98,2778.48,18.0,Knife,4.6401402571380865
★ StatTrak™ Talon Knife | Slaughter (Minimal Wear),锯齿爪刀（★ StatTrak™） | 屠夫 (略有磨损),锯齿爪刀（★ StatTrak™） | 屠夫,840.49,3900.0,3899.5,10.0,Knife,4.640150388463872
M4A1-S | Golden Coil (Minimal Wear),M4A1 消音型 | 金蛇缠绕 (略有磨损),M4A1 消音型 | 金蛇缠绕,89.22,414.0,413.5,506.0,Rifle,4.640215198386012
SSG 08 | Bloodshot (Battle-Scarred),SSG 08 | 喋血战士 (战痕累累),SSG 08 | 喋血战士,7.54,34.99,34.89,20.0,Sniper Rifle,4.640583554376658
StatTrak™ AK-47 | Vulcan (Minimal Wear),AK-47（StatTrak™） | 火神 (略有磨损),AK-47（StatTrak™） | 火神,948.12,4400.0,4399.5,235.0,Rifle,4.640762772644813
PP-Bizon | Blue Streak (Factory New),PP-野牛 | 水蓝条纹 (崭新出厂),PP-野牛 | 水蓝条纹,11.14,51.7,51.6,36.0,SMG,4.640933572710952
StatTrak™ M4A1-S | Mecha Industries (Factory New),M4A1 消音型（StatTrak™） | 机械工业 (崭新出厂),M4A1 消音型（StatTrak™） | 机械工业,165.69,769.0,768.5,97.0,Rifle,4.641197416862816
★ Gut Knife | Autotronic (Field-Tested),穿肠刀（★） | 自动化 (久经沙场),穿肠刀（★） | 自动化,215.46,1000.0,999.5,65.0,Knife,4.64123271140815
★ StatTrak™ Nomad Knife | Slaughter (Factory New),流浪者匕首（★ StatTrak™） | 屠夫 (崭新出厂),流浪者匕首（★ StatTrak™） | 屠夫,732.55,3400.0,3399.5,18.0,Knife,4.6413214115077475
AK-47 | Baroque Purple (Well-Worn),AK-47 | 巴洛克之紫 (破损不堪),AK-47 | 巴洛克之紫,5.66,26.27,26.17,97.0,Rifle,4.641342756183746
StatTrak™ Sawed-Off | Apocalypto (Minimal Wear),截短霰弹枪（StatTrak™） | 启示录 (略有磨损),截短霰弹枪（StatTrak™） | 启示录,2.37,11.0,10.9,151.0,Shotgun,4.641350210970464
StatTrak™ M4A4 | Buzz Kill (Factory New),M4A4（StatTrak™） | 喧嚣杀戮 (崭新出厂),M4A4（StatTrak™） | 喧嚣杀戮,110.31,512.0,511.5,203.0,Rifle,4.641464962378751
M4A4 | Buzz Kill (Field-Tested),M4A4 | 喧嚣杀戮 (久经沙场),M4A4 | 喧嚣杀戮,12.19,56.58,56.48,2006.0,Rifle,4.6415094339622645
StatTrak™ Five-SeveN | Hyper Beast (Minimal Wear),FN57（StatTrak™） | 暴怒野兽 (略有磨损),FN57（StatTrak™） | 暴怒野兽,121.5,564.0,563.5,21.0,Pistol,4.6419753086419755
★ StatTrak™ Flip Knife,折叠刀（★ StatTrak™）,折叠刀（★ StatTrak™）,441.9,2051.29,2050.79,25.0,Knife,4.641977823036886
StatTrak™ M4A4 | Evil Daimyo (Minimal Wear),M4A4（StatTrak™） | 杀意大名 (略有磨损),M4A4（StatTrak™） | 杀意大名,9.86,45.77,45.67,558.0,Rifle,4.641987829614605
★ Bowie Knife | Rust Coat (Battle-Scarred),鲍伊猎刀（★） | 外表生锈 (战痕累累),鲍伊猎刀（★） | 外表生锈,129.9,603.0,602.5,104.0,Knife,4.64203233256351
★ Ursus Knife | Fade (Factory New),熊刀（★） | 渐变之色 (崭新出厂),熊刀（★） | 渐变之色,796.78,3699.0,3698.5,233.0,Knife,4.642435804111549
AK-47 | Black Laminate (Minimal Wear),AK-47 | 黑色层压板 (略有磨损),AK-47 | 黑色层压板,44.48,206.5,206.0,367.0,Rifle,4.642535971223022
P90 | Desert Warfare (Well-Worn),P90 | 沙漠战争 (破损不堪),P90 | 沙漠战争,2.35,10.91,10.81,5.0,SMG,4.642553191489362
★ M9 Bayonet | Fade (Factory New),M9 刺刀（★） | 渐变之色 (崭新出厂),M9 刺刀（★） | 渐变之色,2037.61,9460.0,9459.5,243.0,Knife,4.642694136758261
★ StatTrak™ Butterfly Knife | Freehand (Field-Tested),蝴蝶刀（★ StatTrak™） | 自由之手 (久经沙场),蝴蝶刀（★ StatTrak™） | 自由之手,1233.87,5728.5,5728.0,22.0,Knife,4.642709523693744
★ Gut Knife | Fade (Factory New),穿肠刀（★） | 渐变之色 (崭新出厂),穿肠刀（★） | 渐变之色,275.7,1280.0,1279.5,101.0,Knife,4.642727602466449
StatTrak™ M4A4 | Griffin (Field-Tested),M4A4（StatTrak™） | 狮鹫 (久经沙场),M4A4（StatTrak™） | 狮鹫,5.71,26.51,26.41,154.0,Rifle,4.642732049036778
★ Paracord Knife | Forest DDPAT (Field-Tested),系绳匕首（★） | 森林 DDPAT (久经沙场),系绳匕首（★） | 森林 DDPAT,135.48,629.0,628.5,44.0,Knife,4.642751697667553
★ Ursus Knife | Crimson Web (Field-Tested),熊刀（★） | 深红之网 (久经沙场),熊刀（★） | 深红之网,417.53,1938.5,1938.0,164.0,Knife,4.642780159509496
★ Survival Knife | Crimson Web (Field-Tested),求生匕首（★） | 深红之网 (久经沙场),求生匕首（★） | 深红之网,342.79,1591.5,1591.0,179.0,Knife,4.6427842119081655
M4A4 | Evil Daimyo (Field-Tested),M4A4 | 杀意大名 (久经沙场),M4A4 | 杀意大名,2.52,11.7,11.7,2054.0,Rifle,4.642857142857142
XM1014 | Entombed (Well-Worn),XM1014 | 埋葬之影 (破损不堪),XM1014 | 埋葬之影,5.04,23.4,23.3,53.0,Shotgun,4.642857142857142
StatTrak™ MP9 | Starlight Protector (Minimal Wear),MP9（StatTrak™） | 星使 (略有磨损),MP9（StatTrak™） | 星使,42.0,195.0,194.5,171.0,SMG,4.642857142857143
AK-47 | Aquamarine Revenge (Factory New),AK-47 | 深海复仇 (崭新出厂),AK-47 | 深海复仇,107.69,500.0,499.5,345.0,Rifle,4.6429566347850315
★ StatTrak™ Skeleton Knife | Case Hardened (Well-Worn),骷髅匕首（★ StatTrak™） | 表面淬火 (破损不堪),骷髅匕首（★ StatTrak™） | 表面淬火,645.04,2995.0,2994.5,18.0,Knife,4.6431229071065365
StatTrak™ AWP | Man-o'-war (Field-Tested),AWP（StatTrak™） | 无畏战神 (久经沙场),AWP（StatTrak™） | 无畏战神,84.53,392.5,392.0,41.0,Sniper Rifle,4.643321897551165
StatTrak™ Galil AR | Eco (Battle-Scarred),加利尔 AR（StatTrak™） | 经济 (战痕累累),加利尔 AR（StatTrak™） | 经济,4.88,22.66,22.56,29.0,Rifle,4.64344262295082
★ StatTrak™ M9 Bayonet | Blue Steel (Minimal Wear),M9 刺刀（★ StatTrak™） | 蓝钢 (略有磨损),M9 刺刀（★ StatTrak™） | 蓝钢,742.94,3450.0,3449.5,5.0,Knife,4.643712816647374
AK-47 | Redline (Field-Tested),AK-47 | 红线 (久经沙场),AK-47 | 红线,21.34,99.1,99.0,13615.0,Rifle,4.643861293345829
Galil AR | Chatterbox (Field-Tested),加利尔 AR | 喧闹骷髅 (久经沙场),加利尔 AR | 喧闹骷髅,62.23,288.99,288.49,30.0,Rifle,4.643901655150249
★ Specialist Gloves | Foundation (Battle-Scarred),专业手套（★） | 元勋 (战痕累累),专业手套（★） | 元勋,189.9,881.88,881.38,37.0,Gloves,4.64391785150079
AWP | BOOM (Field-Tested),AWP | *嘣* (久经沙场),AWP | *嘣*,91.73,426.0,425.5,228.0,Sniper Rifle,4.6440641011664665
SSG 08 | Red Stone (Minimal Wear),SSG 08 | 血染风采 (略有磨损),SSG 08 | 血染风采,2.95,13.7,13.6,72.0,Sniper Rifle,4.644067796610169
AWP | Asiimov (Battle-Scarred),AWP | 二西莫夫 (战痕累累),AWP | 二西莫夫,96.12,446.4,445.9,1735.0,Sniper Rifle,4.644194756554307
★ StatTrak™ M9 Bayonet | Damascus Steel (Factory New),M9 刺刀（★ StatTrak™） | 大马士革钢 (崭新出厂),M9 刺刀（★ StatTrak™） | 大马士革钢,882.6,4099.0,4098.5,14.0,Knife,4.644232948107863
★ Bowie Knife | Boreal Forest (Field-Tested),鲍伊猎刀（★） | 北方森林 (久经沙场),鲍伊猎刀（★） | 北方森林,129.19,600.0,599.5,18.0,Knife,4.644322315968728
MAC-10 | Tatter (Factory New),MAC-10 | 烧尽 (崭新出厂),MAC-10 | 烧尽,11.05,51.32,51.22,64.0,SMG,4.644343891402714
AWP | Elite Build (Minimal Wear),AWP | 精英之作 (略有磨损),AWP | 精英之作,20.67,96.0,95.9,616.0,Sniper Rifle,4.644412191582003
MAG-7 | Monster Call (Factory New),MAG-7 | 北冥有鱼 (崭新出厂),MAG-7 | 北冥有鱼,2.28,10.59,10.49,439.0,Shotgun,4.644736842105264
★ Specialist Gloves | Marble Fade (Battle-Scarred),专业手套（★） | 渐变大理石 (战痕累累),专业手套（★） | 渐变大理石,188.38,875.0,874.5,64.0,Gloves,4.644866758679266
★ Huntsman Knife | Bright Water (Minimal Wear),猎杀者匕首（★） | 澄澈之水 (略有磨损),猎杀者匕首（★） | 澄澈之水,188.16,874.0,873.5,33.0,Knife,4.644982993197279
★ Gut Knife | Night (Battle-Scarred),穿肠刀（★） | 噩梦之夜 (战痕累累),穿肠刀（★） | 噩梦之夜,110.86,515.0,514.5,11.0,Knife,4.645498827349811
StatTrak™ USP-S | Ticket to Hell (Factory New),USP 消音版（StatTrak™） | 地狱门票 (崭新出厂),USP 消音版（StatTrak™） | 地狱门票,13.13,61.0,60.9,202.0,Pistol,4.645849200304646
★ Hand Wraps | Giraffe (Battle-Scarred),裹手（★） | 长颈鹿 (战痕累累),裹手（★） | 长颈鹿,108.48,504.0,503.5,76.0,Gloves,4.646017699115044
StatTrak™ P250 | Wingshot (Battle-Scarred),P250（StatTrak™） | 翼击 (战痕累累),P250（StatTrak™） | 翼击,2.91,13.52,13.42,15.0,Pistol,4.646048109965635
The Elite Mr. Muhlik | Elite Crew,精英穆哈里克先生 | 精锐分子,精英穆哈里克先生 | 精锐分子,4.41,20.49,20.39,1543.0,Agent,4.64625850340136
★ Talon Knife | Stained (Battle-Scarred),锯齿爪刀（★） | 人工染色 (战痕累累),锯齿爪刀（★） | 人工染色,443.13,2058.96,2058.46,38.0,Knife,4.646401733125719
★ Bayonet | Tiger Tooth (Factory New),刺刀（★） | 虎牙 (崭新出厂),刺刀（★） | 虎牙,738.18,3430.0,3429.5,135.0,Knife,4.646563168874801
★ Falchion Knife | Crimson Web (Field-Tested),弯刀（★） | 深红之网 (久经沙场),弯刀（★） | 深红之网,210.67,979.0,978.5,93.0,Knife,4.6470783690131485
StatTrak™ P250 | Muertos (Minimal Wear),P250（StatTrak™） | 死亡轮回 (略有磨损),P250（StatTrak™） | 死亡轮回,14.74,68.5,68.4,80.0,Pistol,4.647218453188603
★ Gut Knife | Bright Water (Well-Worn),穿肠刀（★） | 澄澈之水 (破损不堪),穿肠刀（★） | 澄澈之水,128.67,597.99,597.49,4.0,Knife,4.647470272790861
★ Karambit | Ultraviolet (Minimal Wear),爪子刀（★） | 致命紫罗兰 (略有磨损),爪子刀（★） | 致命紫罗兰,1064.83,4949.0,4948.5,43.0,Knife,4.647690241634815
StatTrak™ MP5-SD | Agent (Factory New),MP5-SD（StatTrak™） | 探员 (崭新出厂),MP5-SD（StatTrak™） | 探员,14.25,66.23,66.13,48.0,SMG,4.647719298245614
★ Shadow Daggers | Crimson Web (Field-Tested),暗影双匕（★） | 深红之网 (久经沙场),暗影双匕（★） | 深红之网,148.89,692.0,691.5,49.0,Knife,4.647726509503661
AK-47 | Jet Set (Battle-Scarred),AK-47 | 酷炫涂鸦皮革 (战痕累累),AK-47 | 酷炫涂鸦皮革,167.81,780.0,779.5,10.0,Rifle,4.648113938382695
★ StatTrak™ Butterfly Knife | Damascus Steel (Factory New),蝴蝶刀（★ StatTrak™） | 大马士革钢 (崭新出厂),蝴蝶刀（★ StatTrak™） | 大马士革钢,1516.73,7050.0,7049.5,18.0,Knife,4.648157549464967
Dual Berettas | Hemoglobin (Minimal Wear),双持贝瑞塔 | 血红蛋白 (略有磨损),双持贝瑞塔 | 血红蛋白,8.82,41.0,40.9,55.0,Pistol,4.648526077097506
★ StatTrak™ Karambit | Ultraviolet (Minimal Wear),爪子刀（★ StatTrak™） | 致命紫罗兰 (略有磨损),爪子刀（★ StatTrak™） | 致命紫罗兰,1064.83,4950.0,4949.5,8.0,Knife,4.648629358676972
★ M9 Bayonet | Autotronic (Minimal Wear),M9 刺刀（★） | 自动化 (略有磨损),M9 刺刀（★） | 自动化,1538.02,7150.0,7149.5,70.0,Knife,4.648834215419826
AWP | Neo-Noir (Well-Worn),AWP | 黑色魅影 (破损不堪),AWP | 黑色魅影,35.06,162.99,162.49,43.0,Sniper Rifle,4.648887621220764
Five-SeveN | Case Hardened (Factory New),FN57 | 表面淬火 (崭新出厂),FN57 | 表面淬火,21.51,100.0,99.5,359.0,Pistol,4.6490004649000465
StatTrak™ Tec-9 | Cut Out (Well-Worn),Tec-9（StatTrak™） | 剪纸 (破损不堪),Tec-9（StatTrak™） | 剪纸,3.42,15.9,15.8,6.0,Pistol,4.649122807017544
StatTrak™ AK-47 | Fuel Injector (Field-Tested),AK-47（StatTrak™） | 燃料喷射器 (久经沙场),AK-47（StatTrak™） | 燃料喷射器,322.64,1500.0,1499.5,127.0,Rifle,4.6491445574014385
StatTrak™ MAG-7 | Justice (Battle-Scarred),MAG-7（StatTrak™） | 正义 (战痕累累),MAG-7（StatTrak™） | 正义,4.02,18.69,18.59,74.0,Shotgun,4.6492537313432845
★ Bayonet | Marble Fade (Factory New),刺刀（★） | 渐变大理石 (崭新出厂),刺刀（★） | 渐变大理石,920.57,4280.0,4279.5,296.0,Knife,4.649293372584377
★ Skeleton Knife | Case Hardened (Well-Worn),骷髅匕首（★） | 表面淬火 (破损不堪),骷髅匕首（★） | 表面淬火,645.04,2999.0,2998.5,155.0,Knife,4.64932407292571
★ StatTrak™ Ursus Knife,熊刀（★ StatTrak™）,熊刀（★ StatTrak™）,393.17,1828.0,1827.5,98.0,Knife,4.649388305313223
★ M9 Bayonet | Tiger Tooth (Factory New),M9 刺刀（★） | 虎牙 (崭新出厂),M9 刺刀（★） | 虎牙,1354.56,6297.99,6297.49,170.0,Knife,4.649472891566265
AK-47 | Point Disarray (Well-Worn),AK-47 | 混沌点阵 (破损不堪),AK-47 | 混沌点阵,16.56,77.0,76.9,14.0,Rifle,4.649758454106281
Glock-18 | Nuclear Garden (Factory New),格洛克 18 型 | 核子花园 (崭新出厂),格洛克 18 型 | 核子花园,13.85,64.4,64.3,514.0,Pistol,4.649819494584838
★ StatTrak™ Flip Knife | Bright Water (Field-Tested),折叠刀（★ StatTrak™） | 澄澈之水 (久经沙场),折叠刀（★ StatTrak™） | 澄澈之水,313.77,1459.0,1458.5,16.0,Knife,4.649902795040954
StatTrak™ MAC-10 | Last Dive (Factory New),MAC-10（StatTrak™） | 绝界之行 (崭新出厂),MAC-10（StatTrak™） | 绝界之行,5.37,24.97,24.87,122.0,SMG,4.649906890130353
★ Ursus Knife | Crimson Web (Battle-Scarred),熊刀（★） | 深红之网 (战痕累累),熊刀（★） | 深红之网,283.87,1320.0,1319.5,39.0,Knife,4.650015852326769
★ Butterfly Knife | Marble Fade (Factory New),蝴蝶刀（★） | 渐变大理石 (崭新出厂),蝴蝶刀（★） | 渐变大理石,2720.0,12648.5,12648.0,746.0,Knife,4.650183823529412
StatTrak™ MAC-10 | Pipe Down (Factory New),MAC-10（StatTrak™） | 销声 (崭新出厂),MAC-10（StatTrak™） | 销声,4.89,22.74,22.64,50.0,SMG,4.6503067484662575
★ Talon Knife | Forest DDPAT (Field-Tested),锯齿爪刀（★） | 森林 DDPAT (久经沙场),锯齿爪刀（★） | 森林 DDPAT,359.5,1671.8,1671.3,75.0,Knife,4.650347705146036
StatTrak™ XM1014 | Heaven Guard (Field-Tested),XM1014（StatTrak™） | 天空守卫 (久经沙场),XM1014（StatTrak™） | 天空守卫,12.9,59.99,59.89,34.0,Shotgun,4.6503875968992245
★ Hydra Gloves | Mangrove (Minimal Wear),九头蛇手套（★） | 红树林 (略有磨损),九头蛇手套（★） | 红树林,85.15,396.0,395.5,78.0,Gloves,4.650616559013505
StatTrak™ AWP | Hyper Beast (Battle-Scarred),AWP（StatTrak™） | 暴怒野兽 (战痕累累),AWP（StatTrak™） | 暴怒野兽,59.77,277.97,277.47,57.0,Sniper Rifle,4.650660866655513
★ Ursus Knife | Ultraviolet (Field-Tested),熊刀（★） | 致命紫罗兰 (久经沙场),熊刀（★） | 致命紫罗兰,253.38,1178.5,1178.0,186.0,Knife,4.6511168995185095
★ Shadow Daggers | Marble Fade (Factory New),暗影双匕（★） | 渐变大理石 (崭新出厂),暗影双匕（★） | 渐变大理石,208.53,969.9,969.4,130.0,Knife,4.65112933390879
★ Moto Gloves | Cool Mint (Minimal Wear),摩托手套（★） | 清凉薄荷 (略有磨损),摩托手套（★） | 清凉薄荷,971.8,4520.0,4519.5,39.0,Gloves,4.651162790697675
★ Ursus Knife | Night Stripe (Field-Tested),熊刀（★） | 夜色 (久经沙场),熊刀（★） | 夜色,185.32,862.0,861.5,91.0,Knife,4.651413770774876
★ StatTrak™ Karambit | Lore (Minimal Wear),爪子刀（★ StatTrak™） | 传说 (略有磨损),爪子刀（★ StatTrak™） | 传说,2145.53,9980.0,9979.5,19.0,Knife,4.651531323262783
USP-S | Royal Blue (Factory New),USP 消音版 | 宝蓝之色 (崭新出厂),USP 消音版 | 宝蓝之色,47.08,219.0,218.5,91.0,Pistol,4.651656754460493
StatTrak™ P90 | Death Grip (Field-Tested),P90（StatTrak™） | 死亡之握 (久经沙场),P90（StatTrak™） | 死亡之握,11.8,54.89,54.79,27.0,SMG,4.651694915254237
★ Falchion Knife | Blue Steel (Field-Tested),弯刀（★） | 蓝钢 (久经沙场),弯刀（★） | 蓝钢,159.93,744.0,743.5,16.0,Knife,4.6520352654286246
StatTrak™ M4A4 | Evil Daimyo (Factory New),M4A4（StatTrak™） | 杀意大名 (崭新出厂),M4A4（StatTrak™） | 杀意大名,20.44,95.09,94.99,635.0,Rifle,4.652152641878669
Desert Eagle | Ocean Drive (Battle-Scarred),沙漠之鹰 | 纵横波涛 (战痕累累),沙漠之鹰 | 纵横波涛,17.92,83.37,83.27,68.0,Pistol,4.65234375
M4A1-S | Moss Quartz (Factory New),M4A1 消音型 | 苔藓石英 (崭新出厂),M4A1 消音型 | 苔藓石英,17.84,83.0,82.9,216.0,Rifle,4.6524663677130045
★ Falchion Knife | Night (Battle-Scarred),弯刀（★） | 噩梦之夜 (战痕累累),弯刀（★） | 噩梦之夜,129.17,600.99,600.49,29.0,Knife,4.652705736626152
★ StatTrak™ Bayonet | Doppler (Factory New),刺刀（★ StatTrak™） | 多普勒 (崭新出厂),刺刀（★ StatTrak™） | 多普勒,726.45,3379.99,3379.49,110.0,Knife,4.652749673067658
StatTrak™ Nova | Antique (Field-Tested),新星（StatTrak™） | 古董枪 (久经沙场),新星（StatTrak™） | 古董枪,20.39,94.87,94.77,7.0,Shotgun,4.652770966159882
★ Stiletto Knife | Fade (Factory New),短剑（★） | 渐变之色 (崭新出厂),短剑（★） | 渐变之色,1139.1,5300.0,5299.5,185.0,Knife,4.652796067070494
StatTrak™ FAMAS | Macabre (Battle-Scarred),法玛斯（StatTrak™） | 死亡之舞 (战痕累累),法玛斯（StatTrak™） | 死亡之舞,3.63,16.89,16.79,4.0,Rifle,4.652892561983472
StatTrak™ M4A4 | Howl (Field-Tested),M4A4（StatTrak™） | 咆哮 (久经沙场),M4A4（StatTrak™） | 咆哮,7930.0,36900.0,36260.49,33.0,Rifle,4.653215636822194
StatTrak™ AUG | Syd Mead (Field-Tested),AUG（StatTrak™） | 席德.米德 (久经沙场),AUG（StatTrak™） | 席德.米德,4.47,20.8,20.7,188.0,Rifle,4.6532438478747205
StatTrak™ AUG | Stymphalian (Minimal Wear),AUG（StatTrak™） | 湖怪鸟 (略有磨损),AUG（StatTrak™） | 湖怪鸟,8.14,37.88,37.78,186.0,Rifle,4.653562653562654
★ Karambit | Bright Water (Field-Tested),爪子刀（★） | 澄澈之水 (久经沙场),爪子刀（★） | 澄澈之水,859.33,3999.0,3998.5,91.0,Knife,4.653625498935217
★ Hydra Gloves | Rattler (Well-Worn),九头蛇手套（★） | 响尾蛇 (破损不堪),九头蛇手套（★） | 响尾蛇,67.47,314.0,313.5,23.0,Gloves,4.653920260856677
★ Skeleton Knife,骷髅匕首（★）,骷髅匕首（★）,1267.13,5897.5,5897.0,148.0,Knife,4.654218588463693
StatTrak™ AK-47 | Rat Rod (Well-Worn),AK-47（StatTrak™） | 复古浪潮 (破损不堪),AK-47（StatTrak™） | 复古浪潮,12.73,59.25,59.15,52.0,Rifle,4.654359780047133
StatTrak™ Nova | Hyper Beast (Factory New),新星（StatTrak™） | 暴怒野兽 (崭新出厂),新星（StatTrak™） | 暴怒野兽,68.0,316.5,316.0,40.0,Shotgun,4.654411764705882
StatTrak™ M4A4 | Desolate Space (Minimal Wear),M4A4（StatTrak™） | 死寂空间 (略有磨损),M4A4（StatTrak™） | 死寂空间,35.45,165.0,164.5,233.0,Rifle,4.65444287729196
Crasswater The Forgotten | Guerrilla Warfare,遗忘者克拉斯沃特 | 游击队,遗忘者克拉斯沃特 | 游击队,7.67,35.7,35.6,675.0,Agent,4.6544980443285535
★ Moto Gloves | Finish Line (Well-Worn),摩托手套（★） | 终点线 (破损不堪),摩托手套（★） | 终点线,221.18,1029.5,1029.0,57.0,Gloves,4.654579980106701
