英文名,中文名,简称,外网价格,外网数量,buff最低价格,最新价格,buff在售数量,饰品类型,比率
★ Sport Gloves | Vice (Factory New),运动手套（★） | 迈阿密风云 (崭新出厂),运动手套（★） | 迈阿密风云,29200.0,1.0,142000.0,141999.5,41.0,Gloves,4.863013698630137
USP-S | Whiteout (Field-Tested),USP 消音版 | 银装素裹 (久经沙场),USP 消音版 | 银装素裹,7.71,1.0,37.5,37.5,1131.0,Pistol,4.863813229571984
StatTrak™ Glock-18 | Bunsen Burner (Well-Worn),格洛克 18 型（StatTrak™） | 本生灯 (破损不堪),格洛克 18 型（StatTrak™） | 本生灯,2.81,1.0,13.68,13.58,25.0,Pistol,4.868327402135231
StatTrak™ PP-Bizon | Runic (Factory New),PP-野牛（StatTrak™） | 神秘碑文 (崭新出厂),PP-野牛（StatTrak™） | 神秘碑文,1.9,2.0,9.25,9.24,142.0,SMG,4.868421052631579
P90 | Shapewood (Field-Tested),P90 | 精雕木刻 (久经沙场),P90 | 精雕木刻,2.4,5.0,11.69,11.59,252.0,SMG,4.870833333333334
MAC-10 | Propaganda (Factory New),MAC-10 | 凝视之眼 (崭新出厂),MAC-10 | 凝视之眼,26.04,1.0,126.9,126.4,170.0,SMG,4.873271889400922
UMP-45 | Indigo (Well-Worn),UMP-45 | 紫青之色 (破损不堪),UMP-45 | 紫青之色,2.03,1.0,9.9,9.89,5.0,SMG,4.876847290640395
★ Moto Gloves | Spearmint (Factory New),摩托手套（★） | 薄荷 (崭新出厂),摩托手套（★） | 薄荷,18340.0,1.0,89500.0,89499.5,12.0,Gloves,4.8800436205016355
FAMAS | Valence (Minimal Wear),法玛斯 | 元素轮廓 (略有磨损),法玛斯 | 元素轮廓,3.27,1.0,15.96,15.86,405.0,Rifle,4.8807339449541285
StatTrak™ USP-S | Torque (Field-Tested),USP 消音版（StatTrak™） | 力矩 (久经沙场),USP 消音版（StatTrak™） | 力矩,2.68,100.0,13.09,12.99,457.0,Pistol,4.884328358208955
SCAR-20 | Army Sheen (Factory New),SCAR-20 | 军队之辉 (崭新出厂),SCAR-20 | 军队之辉,2.86,1.0,13.98,13.88,22.0,Sniper Rifle,4.888111888111888
G3SG1 | Flux (Battle-Scarred),G3SG1 | 弗卢克斯 (战痕累累),G3SG1 | 弗卢克斯,6.32,1.0,30.9,30.8,19.0,Sniper Rifle,4.889240506329114
Tec-9 | Blast From the Past (Field-Tested),Tec-9 | 上古图腾 (久经沙场),Tec-9 | 上古图腾,6.88,28.0,33.65,33.55,35.0,Pistol,4.890988372093023
StatTrak™ M4A1-S | Decimator (Factory New),M4A1 消音型（StatTrak™） | 毁灭者 2000 (崭新出厂),M4A1 消音型（StatTrak™） | 毁灭者 2000,68.37,1.0,334.5,334.0,107.0,Rifle,4.8924967090829306
MAC-10 | Propaganda (Battle-Scarred),MAC-10 | 凝视之眼 (战痕累累),MAC-10 | 凝视之眼,6.59,3.0,32.25,32.15,17.0,SMG,4.893778452200303
Galil AR | Amber Fade (Factory New),加利尔 AR | 渐变琥珀 (崭新出厂),加利尔 AR | 渐变琥珀,9.55,1.0,46.75,46.65,203.0,Rifle,4.8952879581151825
StatTrak™ MP9 | Airlock (Field-Tested),MP9（StatTrak™） | 气密 (久经沙场),MP9（StatTrak™） | 气密,4.43,2.0,21.7,21.6,155.0,SMG,4.89841986455982
Glock-18 | Water Elemental (Battle-Scarred),格洛克 18 型 | 水灵 (战痕累累),格洛克 18 型 | 水灵,5.43,1.0,26.6,26.5,35.0,Pistol,4.898710865561695
M4A1-S | Nitro (Minimal Wear),M4A1 消音型 | 氮化处理 (略有磨损),M4A1 消音型 | 氮化处理,4.2,102.0,20.58,20.48,2945.0,Rifle,4.8999999999999995
StatTrak™ Desert Eagle | Oxide Blaze (Well-Worn),沙漠之鹰（StatTrak™） | 锈蚀烈焰 (破损不堪),沙漠之鹰（StatTrak™） | 锈蚀烈焰,1.6,2.0,7.84,7.83,30.0,Pistol,4.8999999999999995
XM1014 | Teclu Burner (Minimal Wear),XM1014 | 特克卢喷射者 (略有磨损),XM1014 | 特克卢喷射者,1.63,3.0,7.99,7.98,143.0,Shotgun,4.901840490797547
AWP | PAW (Battle-Scarred),AWP | 猫猫狗狗 (战痕累累),AWP | 猫猫狗狗,2.65,1.0,12.99,12.89,236.0,Sniper Rifle,4.901886792452831
StatTrak™ UMP-45 | Exposure (Factory New),UMP-45（StatTrak™） | 曝光 (崭新出厂),UMP-45（StatTrak™） | 曝光,3.57,1.0,17.5,17.4,86.0,SMG,4.901960784313726
Operation Breakout Weapon Case,“突围大行动”武器箱,“突围大行动”武器箱,5.74,439.0,28.14,28.04,3248.0,Container,4.902439024390244
MAC-10 | Tatter (Minimal Wear),MAC-10 | 烧尽 (略有磨损),MAC-10 | 烧尽,9.75,1.0,47.8,47.7,27.0,SMG,4.902564102564102
MAC-10 | Indigo (Battle-Scarred),MAC-10 | 紫青之色 (战痕累累),MAC-10 | 紫青之色,2.08,1.0,10.2,10.1,9.0,SMG,4.903846153846153
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear),UMP-45（StatTrak™） | 白狼 (略有磨损),UMP-45（StatTrak™） | 白狼,1.61,9.0,7.9,7.89,279.0,SMG,4.906832298136646
StatTrak™ Glock-18 | Weasel (Battle-Scarred),格洛克 18 型（StatTrak™） | 鼬鼠 (战痕累累),格洛克 18 型（StatTrak™） | 鼬鼠,1.79,1.0,8.79,8.78,54.0,Pistol,4.910614525139664
SSG 08 | Threat Detected (Minimal Wear),SSG 08 | 侦测 (略有磨损),SSG 08 | 侦测,6.09,1.0,30.0,29.9,46.0,Sniper Rifle,4.926108374384237
AWP | Atheris (Minimal Wear),AWP | 树蝰 (略有磨损),AWP | 树蝰,8.52,5.0,42.0,41.9,1606.0,Sniper Rifle,4.929577464788733
StatTrak™ Tec-9 | Brother (Minimal Wear),Tec-9（StatTrak™） | 兄弟连 (略有磨损),Tec-9（StatTrak™） | 兄弟连,2.02,6.0,9.97,9.96,103.0,Pistol,4.935643564356436
Galil AR | Amber Fade (Field-Tested),加利尔 AR | 渐变琥珀 (久经沙场),加利尔 AR | 渐变琥珀,9.13,1.0,45.09,44.99,31.0,Rifle,4.938663745892661
StatTrak™ G3SG1 | Scavenger (Minimal Wear),G3SG1（StatTrak™） | 净化者 (略有磨损),G3SG1（StatTrak™） | 净化者,2.04,2.0,10.08,9.98,90.0,Sniper Rifle,4.9411764705882355
StatTrak™ Desert Eagle | Directive (Well-Worn),沙漠之鹰（StatTrak™） | 指挥 (破损不堪),沙漠之鹰（StatTrak™） | 指挥,1.9,7.0,9.39,9.38,78.0,Pistol,4.942105263157895
StatTrak™ PP-Bizon | Osiris (Field-Tested),PP-野牛（StatTrak™） | 死亡主宰者 (久经沙场),PP-野牛（StatTrak™） | 死亡主宰者,1.97,3.0,9.74,9.73,73.0,SMG,4.944162436548224
AK-47 | Jungle Spray (Battle-Scarred),AK-47 | 丛林涂装 (战痕累累),AK-47 | 丛林涂装,7.23,1.0,35.76,35.66,63.0,Rifle,4.946058091286306
StatTrak™ AK-47 | Nightwish (Battle-Scarred),AK-47（StatTrak™） | 夜愿 (战痕累累),AK-47（StatTrak™） | 夜愿,26.02,2.0,128.88,128.38,82.0,Rifle,4.9531129900076865
Chef d'Escadron Rouchard | Gendarmerie Nationale,中队长鲁沙尔·勒库托 | 法国宪兵特勤队,中队长鲁沙尔·勒库托 | 法国宪兵特勤队,10.29,3.0,51.0,50.9,380.0,Agent,4.956268221574344
StatTrak™ MP7 | Abyssal Apparition (Field-Tested),MP7（StatTrak™） | 幽幻深渊 (久经沙场),MP7（StatTrak™） | 幽幻深渊,4.95,3.0,24.54,24.44,118.0,SMG,4.957575757575757
Desert Eagle | Kumicho Dragon (Factory New),沙漠之鹰 | 大佬龙 (崭新出厂),沙漠之鹰 | 大佬龙,37.71,3.0,186.97,186.47,303.0,Pistol,4.958101299390082
AWP | Desert Hydra (Factory New),AWP | 九头金蛇 (崭新出厂),AWP | 九头金蛇,3020.0,12.0,14978.0,14977.5,297.0,Sniper Rifle,4.959602649006623
P250 | Bengal Tiger (Field-Tested),P250 | 孟加拉猛虎 (久经沙场),P250 | 孟加拉猛虎,6.21,1.0,30.8,30.7,109.0,Pistol,4.959742351046699
Five-SeveN | Case Hardened (Well-Worn),FN57 | 表面淬火 (破损不堪),FN57 | 表面淬火,8.97,6.0,44.5,44.4,191.0,Pistol,4.960981047937569
★ Specialist Gloves | Marble Fade (Factory New),专业手套（★） | 渐变大理石 (崭新出厂),专业手套（★） | 渐变大理石,6850.0,25.0,33999.0,30395.51,7.0,Gloves,4.963357664233577
StatTrak™ MAC-10 | Lapis Gator (Factory New),MAC-10（StatTrak™） | 青金鳄皮 (崭新出厂),MAC-10（StatTrak™） | 青金鳄皮,1.77,2.0,8.8,8.79,164.0,SMG,4.971751412429379
StatTrak™ Desert Eagle | Corinthian (Well-Worn),沙漠之鹰（StatTrak™） | 科林斯遗产 (破损不堪),沙漠之鹰（StatTrak™） | 科林斯遗产,3.96,1.0,19.7,19.6,13.0,Pistol,4.974747474747475
StatTrak™ Desert Eagle | Blue Ply (Minimal Wear),沙漠之鹰（StatTrak™） | 蓝色层压板 (略有磨损),沙漠之鹰（StatTrak™） | 蓝色层压板,1.77,16.0,8.81,8.8,649.0,Pistol,4.9774011299435035
AUG | Torque (Field-Tested),AUG | 力矩 (久经沙场),AUG | 力矩,8.43,2.0,42.0,41.9,54.0,Rifle,4.98220640569395
StatTrak™ R8 Revolver | Survivalist (Factory New),R8 左轮手枪（StatTrak™） | 生存主义者 (崭新出厂),R8 左轮手枪（StatTrak™） | 生存主义者,1.19,3.0,5.93,5.92,69.0,Pistol,4.983193277310924
M4A4 | Converter (Factory New),M4A4 | 变频器 (崭新出厂),M4A4 | 变频器,1.83,10.0,9.12,9.11,1426.0,Rifle,4.9836065573770485
SSG 08 | Red Stone (Factory New),SSG 08 | 血染风采 (崭新出厂),SSG 08 | 血染风采,4.17,1.0,20.8,20.7,19.0,Sniper Rifle,4.988009592326139
Dreams & Nightmares Case,梦魇武器箱,梦魇武器箱,0.98,107.0,4.89,4.89,20606.0,Container,4.989795918367347
StatTrak™ P250 | Contaminant (Factory New),P250（StatTrak™） | 污染物 (崭新出厂),P250（StatTrak™） | 污染物,2.14,1.0,10.7,10.6,43.0,Pistol,4.999999999999999
StatTrak™ P2000 | Handgun (Field-Tested),P2000（StatTrak™） | 手炮 (久经沙场),P2000（StatTrak™） | 手炮,2.0,1.0,10.0,9.9,121.0,Pistol,5.0
AUG | Fleet Flock (Battle-Scarred),AUG | 燕群 (战痕累累),AUG | 燕群,2.34,2.0,11.7,11.6,86.0,Rifle,5.0
★ Sport Gloves | Big Game (Factory New),运动手套（★） | 大型猎物 (崭新出厂),运动手套（★） | 大型猎物,2400.0,11.0,12000.0,11332.71,9.0,Gloves,5.0
M4A4 | The Battlestar (Battle-Scarred),M4A4 | 战场之星 (战痕累累),M4A4 | 战场之星,6.35,3.0,31.78,31.68,29.0,Rifle,5.004724409448819
StatTrak™ MP7 | Nemesis (Minimal Wear),MP7（StatTrak™） | 复仇者 (略有磨损),MP7（StatTrak™） | 复仇者,16.79,1.0,84.21,84.11,38.0,SMG,5.015485407980941
SG 553 | Tiger Moth (Minimal Wear),SG 553 | 豹灯蛾 (略有磨损),SG 553 | 豹灯蛾,1.57,3.0,7.88,7.87,390.0,Rifle,5.019108280254777
MAC-10 | Malachite (Well-Worn),MAC-10 | 孔雀石 (破损不堪),MAC-10 | 孔雀石,1.82,1.0,9.14,9.13,8.0,SMG,5.021978021978022
AWP | Atheris (Factory New),AWP | 树蝰 (崭新出厂),AWP | 树蝰,19.3,33.0,97.0,96.9,440.0,Sniper Rifle,5.025906735751295
StatTrak™ M4A4 | Faded Zebra (Minimal Wear),M4A4（StatTrak™） | 渐变斑纹 (略有磨损),M4A4（StatTrak™） | 渐变斑纹,7.7,33.0,38.7,38.6,159.0,Rifle,5.025974025974026
P250 | Hive (Factory New),P250 | 红巢 (崭新出厂),P250 | 红巢,3.97,26.0,19.96,19.86,106.0,Pistol,5.027707808564232
Dual Berettas | Melondrama (Well-Worn),双持贝瑞塔 | 瓜瓜 (破损不堪),双持贝瑞塔 | 瓜瓜,2.24,3.0,11.29,11.19,92.0,Pistol,5.04017857142857
MAC-10 | Disco Tech (Factory New),MAC-10 | 渐变迪斯科 (崭新出厂),MAC-10 | 渐变迪斯科,23.18,1.0,117.4,116.9,248.0,SMG,5.064710957722174
MAC-10 | Tatter (Field-Tested),MAC-10 | 烧尽 (久经沙场),MAC-10 | 烧尽,8.2,1.0,41.54,41.44,18.0,SMG,5.065853658536586
StatTrak™ Five-SeveN | Boost Protocol (Field-Tested),FN57（StatTrak™） | 同步力场 (久经沙场),FN57（StatTrak™） | 同步力场,3.11,2.0,15.76,15.66,212.0,Pistol,5.067524115755627
StatTrak™ USP-S | Torque (Well-Worn),USP 消音版（StatTrak™） | 力矩 (破损不堪),USP 消音版（StatTrak™） | 力矩,3.43,2.0,17.39,17.29,15.0,Pistol,5.069970845481049
StatTrak™ FAMAS | Rapid Eye Movement (Field-Tested),法玛斯（StatTrak™） | 目皆转睛 (久经沙场),法玛斯（StatTrak™） | 目皆转睛,4.8,2.0,24.39,24.29,108.0,Rifle,5.081250000000001
★ Stiletto Knife,短剑（★）,短剑（★）,598.75,3.0,3050.0,3049.5,241.0,Knife,5.093945720250522
★ Stiletto Knife,短剑（★）,短剑（★）,598.75,3.0,3050.0,3049.5,242.0,Knife,5.093945720250522
StatTrak™ PP-Bizon | High Roller (Well-Worn),PP-野牛（StatTrak™） | 买定离手 (破损不堪),PP-野牛（StatTrak™） | 买定离手,5.14,2.0,26.19,26.09,12.0,SMG,5.0953307392996114
M4A4 | Evil Daimyo (Battle-Scarred),M4A4 | 杀意大名 (战痕累累),M4A4 | 杀意大名,2.51,1.0,12.8,12.7,46.0,Rifle,5.099601593625499
FAMAS | Sergeant (Field-Tested),法玛斯 | 中士 (久经沙场),法玛斯 | 中士,2.26,2.0,11.56,11.46,141.0,Rifle,5.115044247787611
M4A1-S | Printstream (Factory New),M4A1 消音型 | 印花集 (崭新出厂),M4A1 消音型 | 印花集,487.7,1.0,2495.0,2494.5,593.0,Rifle,5.115849907730162
StatTrak™ SCAR-20 | Enforcer (Minimal Wear),SCAR-20（StatTrak™） | 执行者 (略有磨损),SCAR-20（StatTrak™） | 执行者,2.34,1.0,11.99,11.89,108.0,Sniper Rifle,5.123931623931624
P250 | Facets (Factory New),P250 | 多面体 (崭新出厂),P250 | 多面体,11.25,17.0,57.7,57.6,11.0,Pistol,5.1288888888888895
XM1014 | Teclu Burner (Factory New),XM1014 | 特克卢喷射者 (崭新出厂),XM1014 | 特克卢喷射者,2.6,1.0,13.35,13.25,119.0,Shotgun,5.134615384615384
Glove Case,手套武器箱,手套武器箱,4.68,474.0,24.03,23.93,2602.0,Container,5.134615384615385
Negev | Phoenix Stencil (Factory New),内格夫 | 凤凰徽记 (崭新出厂),内格夫 | 凤凰徽记,6.75,1.0,34.66,34.56,176.0,Machinegun,5.134814814814814
StatTrak™ SG 553 | Heavy Metal (Factory New),SG 553（StatTrak™） | 重金属摇滚 (崭新出厂),SG 553（StatTrak™） | 重金属摇滚,2.14,1.0,11.0,10.9,108.0,Rifle,5.14018691588785
StatTrak™ FAMAS | Valence (Battle-Scarred),法玛斯（StatTrak™） | 元素轮廓 (战痕累累),法玛斯（StatTrak™） | 元素轮廓,3.4,1.0,17.49,17.39,13.0,Rifle,5.144117647058823
Desert Eagle | Crimson Web (Battle-Scarred),沙漠之鹰 | 深红之网 (战痕累累),沙漠之鹰 | 深红之网,7.27,1.0,37.4,37.3,64.0,Pistol,5.144429160935351
StatTrak™ Desert Eagle | Corinthian (Field-Tested),沙漠之鹰（StatTrak™） | 科林斯遗产 (久经沙场),沙漠之鹰（StatTrak™） | 科林斯遗产,2.33,5.0,12.01,11.91,293.0,Pistol,5.15450643776824
StatTrak™ Desert Eagle | Crimson Web (Well-Worn),沙漠之鹰（StatTrak™） | 深红之网 (破损不堪),沙漠之鹰（StatTrak™） | 深红之网,15.51,1.0,79.99,79.89,16.0,Pistol,5.157317859445519
Recoil Case,反冲武器箱,反冲武器箱,0.92,404.0,4.76,4.79,17167.0,Container,5.173913043478261
Glock-18 | Blue Fissure (Well-Worn),格洛克 18 型 | 蓝色裂纹 (破损不堪),格洛克 18 型 | 蓝色裂纹,2.16,22.0,11.19,11.09,38.0,Pistol,5.180555555555555
G3SG1 | Flux (Well-Worn),G3SG1 | 弗卢克斯 (破损不堪),G3SG1 | 弗卢克斯,6.75,2.0,35.0,34.9,11.0,Sniper Rifle,5.185185185185185
SSG 08 | Sand Dune (Minimal Wear),SSG 08 | 沙丘之黄 (略有磨损),SSG 08 | 沙丘之黄,4.53,1.0,23.5,23.4,18.0,Sniper Rifle,5.187637969094922
Tec-9 | Fuel Injector (Well-Worn),Tec-9 | 燃料喷射器 (破损不堪),Tec-9 | 燃料喷射器,2.85,1.0,14.8,14.7,128.0,Pistol,5.192982456140351
P250 | See Ya Later (Well-Worn),P250 | 生化短吻鳄 (破损不堪),P250 | 生化短吻鳄,5.29,1.0,27.5,27.4,29.0,Pistol,5.198487712665407
Recoil Case,反冲武器箱,反冲武器箱,0.92,404.0,4.79,4.79,17166.0,Container,5.206521739130435
PP-Bizon | Antique (Field-Tested),PP-野牛 | 古董枪 (久经沙场),PP-野牛 | 古董枪,8.01,1.0,41.72,41.62,22.0,SMG,5.2084893882646695
P90 | Asiimov (Well-Worn),P90 | 二西莫夫 (破损不堪),P90 | 二西莫夫,9.35,1.0,48.78,48.68,71.0,SMG,5.217112299465241
M4A4 | Desolate Space (Battle-Scarred),M4A4 | 死寂空间 (战痕累累),M4A4 | 死寂空间,5.73,1.0,29.95,29.85,159.0,Rifle,5.2268760907504355
StatTrak™ R8 Revolver | Junk Yard (Factory New),R8 左轮手枪（StatTrak™） | 废物王 (崭新出厂),R8 左轮手枪（StatTrak™） | 废物王,1.96,1.0,10.25,10.15,73.0,Pistol,5.229591836734694
Galil AR | Eco (Battle-Scarred),加利尔 AR | 经济 (战痕累累),加利尔 AR | 经济,2.6,1.0,13.66,13.56,56.0,Rifle,5.253846153846154
MP7 | Nemesis (Field-Tested),MP7 | 复仇者 (久经沙场),MP7 | 复仇者,5.96,2.0,31.32,31.22,20.0,SMG,5.25503355704698
SG 553 | Darkwing (Factory New),SG 553 | 黯翼 (崭新出厂),SG 553 | 黯翼,2.43,2.0,12.78,12.68,343.0,Rifle,5.259259259259259
StatTrak™ MAC-10 | Sakkaku (Well-Worn),MAC-10（StatTrak™） | 错觉 (破损不堪),MAC-10（StatTrak™） | 错觉,7.63,1.0,40.19,40.09,108.0,SMG,5.267365661861074
MAC-10 | Propaganda (Well-Worn),MAC-10 | 凝视之眼 (破损不堪),MAC-10 | 凝视之眼,6.84,1.0,36.03,35.93,6.0,SMG,5.267543859649123
★ StatTrak™ M9 Bayonet | Crimson Web (Minimal Wear),M9 刺刀（★ StatTrak™） | 深红之网 (略有磨损),M9 刺刀（★ StatTrak™） | 深红之网,2048.91,7.0,10800.0,10148.47,12.0,Knife,5.271095362900274
StatTrak™ Glock-18 | Off World (Factory New),格洛克 18 型（StatTrak™） | 异星世界 (崭新出厂),格洛克 18 型（StatTrak™） | 异星世界,4.77,3.0,25.19,25.09,98.0,Pistol,5.280922431865829
Tec-9 | Fuel Injector (Battle-Scarred),Tec-9 | 燃料喷射器 (战痕累累),Tec-9 | 燃料喷射器,2.84,2.0,15.0,14.9,96.0,Pistol,5.281690140845071
StatTrak™ Negev | Loudmouth (Field-Tested),内格夫（StatTrak™） | 大嘴巴 (久经沙场),内格夫（StatTrak™） | 大嘴巴,1.69,2.0,8.98,8.97,129.0,Machinegun,5.313609467455621
StatTrak™ XM1014 | Teclu Burner (Battle-Scarred),XM1014（StatTrak™） | 特克卢喷射者 (战痕累累),XM1014（StatTrak™） | 特克卢喷射者,1.78,1.0,9.49,9.48,31.0,Shotgun,5.331460674157303
StatTrak™ CZ75-Auto | Vendetta (Factory New),CZ75（StatTrak™） | 世仇 (崭新出厂),CZ75（StatTrak™） | 世仇,2.35,1.0,12.56,12.46,22.0,Pistol,5.3446808510638295
AWP | Phobos (Factory New),AWP | 火卫一 (崭新出厂),AWP | 火卫一,2.75,11.0,14.8,14.7,1088.0,Sniper Rifle,5.381818181818182
AK-47 | Cartel (Well-Worn),AK-47 | 卡特尔 (破损不堪),AK-47 | 卡特尔,11.58,1.0,63.0,62.9,27.0,Rifle,5.4404145077720205
StatTrak™ Tec-9 | Re-Entry (Factory New),Tec-9（StatTrak™） | 战火重燃 (崭新出厂),Tec-9（StatTrak™） | 战火重燃,4.32,1.0,23.53,23.43,97.0,Pistol,5.4467592592592595
Sawed-Off | Wasteland Princess (Battle-Scarred),截短霰弹枪 | 荒野公主 (战痕累累),截短霰弹枪 | 荒野公主,2.33,19.0,12.7,12.6,18.0,Shotgun,5.450643776824034
CZ75-Auto | Army Sheen (Factory New),CZ75 | 军队之辉 (崭新出厂),CZ75 | 军队之辉,2.82,1.0,15.42,15.32,47.0,Pistol,5.468085106382979
StatTrak™ Glock-18 | Warhawk (Factory New),格洛克 18 型（StatTrak™） | 战鹰 (崭新出厂),格洛克 18 型（StatTrak™） | 战鹰,4.65,1.0,25.45,25.35,53.0,Pistol,5.473118279569892
M4A4 | Royal Paladin (Well-Worn),M4A4 | 皇家圣骑士 (破损不堪),M4A4 | 皇家圣骑士,9.13,1.0,50.0,49.9,12.0,Rifle,5.476451259583789
StatTrak™ SSG 08 | Dark Water (Field-Tested),SSG 08（StatTrak™） | 黑水 (久经沙场),SSG 08（StatTrak™） | 黑水,2.39,1.0,13.1,13.0,105.0,Sniper Rifle,5.481171548117154
StatTrak™ SG 553 | Pulse (Battle-Scarred),SG 553（StatTrak™） | 电子脉冲 (战痕累累),SG 553（StatTrak™） | 电子脉冲,3.28,12.0,18.0,17.9,41.0,Rifle,5.487804878048781
USP-S | Purple DDPAT (Field-Tested),USP 消音版 | 紫色 DDPAT (久经沙场),USP 消音版 | 紫色 DDPAT,7.19,2.0,39.5,39.4,43.0,Pistol,5.493741307371349
StatTrak™ Five-SeveN | Case Hardened (Well-Worn),FN57（StatTrak™） | 表面淬火 (破损不堪),FN57（StatTrak™） | 表面淬火,13.39,1.0,73.69,73.59,34.0,Pistol,5.503360716952949
StatTrak™ MP7 | Neon Ply (Well-Worn),MP7（StatTrak™） | 七彩斑斓 (破损不堪),MP7（StatTrak™） | 七彩斑斓,2.05,1.0,11.3,11.2,8.0,SMG,5.51219512195122
P250 | Facets (Field-Tested),P250 | 多面体 (久经沙场),P250 | 多面体,3.11,1.0,17.16,17.06,11.0,Pistol,5.517684887459807
Desert Eagle | Trigger Discipline (Field-Tested),沙漠之鹰 | 后发制人 (久经沙场),沙漠之鹰 | 后发制人,0.69,15.0,3.81,3.8,3134.0,Pistol,5.521739130434783
XM1014 | Heaven Guard (Well-Worn),XM1014 | 天空守卫 (破损不堪),XM1014 | 天空守卫,7.06,1.0,39.52,39.42,4.0,Shotgun,5.59773371104816
USP-S | Para Green (Well-Worn),USP 消音版 | 绿色伞兵 (破损不堪),USP 消音版 | 绿色伞兵,5.33,1.0,30.0,29.9,9.0,Pistol,5.628517823639775
Tec-9 | Remote Control (Well-Worn),Tec-9 | 遥控 (破损不堪),Tec-9 | 遥控,2.83,8.0,15.99,15.89,20.0,Pistol,5.65017667844523
MAC-10 | Allure (Factory New),MAC-10 | 魅惑 (崭新出厂),MAC-10 | 魅惑,2.27,2.0,12.9,12.8,378.0,SMG,5.682819383259912
StatTrak™ MP9 | Capillary (Factory New),MP9（StatTrak™） | 毛细血管 (崭新出厂),MP9（StatTrak™） | 毛细血管,1.69,5.0,9.64,9.63,87.0,SMG,5.70414201183432
Glock-18 | Nuclear Garden (Battle-Scarred),格洛克 18 型 | 核子花园 (战痕累累),格洛克 18 型 | 核子花园,4.31,1.0,25.0,24.9,25.0,Pistol,5.80046403712297
P90 | Storm (Minimal Wear),P90 | 暴风呼啸 (略有磨损),P90 | 暴风呼啸,2.58,31.0,15.01,14.16,18.0,SMG,5.817829457364341
★ StatTrak™ Karambit | Lore (Factory New),爪子刀（★ StatTrak™） | 传说 (崭新出厂),爪子刀（★ StatTrak™） | 传说,3410.0,3.0,19999.0,16613.25,8.0,Knife,5.864809384164223
StatTrak™ SG 553 | Cyrex (Well-Worn),SG 553（StatTrak™） | 次时代 (破损不堪),SG 553（StatTrak™） | 次时代,8.43,3.0,49.5,49.4,7.0,Rifle,5.871886120996441
SCAR-20 | Storm (Minimal Wear),SCAR-20 | 暴风呼啸 (略有磨损),SCAR-20 | 暴风呼啸,2.88,1.0,16.94,13.05,13.0,Sniper Rifle,5.8819444444444455
FAMAS | Styx (Field-Tested),法玛斯 | 冥界之憎 (久经沙场),法玛斯 | 冥界之憎,3.0,82.0,17.8,17.7,84.0,Rifle,5.933333333333334
Dual Berettas | Briar (Minimal Wear),双持贝瑞塔 | 蔷薇 (略有磨损),双持贝瑞塔 | 蔷薇,2.52,1.0,15.38,12.3,17.0,Pistol,6.103174603174604
